id,actual_answer,split,question,choice_A,choice_B,choice_C,choice_D
Mercury_7145478,D,train,بسیاری از کودها حاوی مواد آلی هستند که برای باغ میوه مفید می‌باشند، اما زمانی که باران باعث می‌شود این مواد به یک اکوسیستم آبی تازه سرریز شوند، تأثیر متفاوتی دارند. افزودن پسماندهای آلی از کودها معمولاً چه تأثیری بر اکوسیستم‌های آبی تازه می‌گذارد؟,افزایش تنوع زیستی,افزایش وضوح آب,کاهش شکوفه‌های جلبک,کاهش سطح اکسیژن
AIMS_2009_4_8,C,train,سوال: جهت‌ها اطلاعات مربوط به فرسایش بادی را مطالعه کرده و سپس به سوال پاسخ دهید. باد می‌تواند سبب فرسایش شود که سطح زمین را تغییر می‌دهد. فرسایش بادی می‌تواند بر محیط زیست اثرات منفی بگذارد، از جمله با از بین بردن خاک و آلوده کردن هوا در طول طوفان‌های گرد و غبار. یکی از روش‌های جلوگیری از فرسایش بادی چیست؟,الف) مردم می‌توانند با موتورهای آفرود در بیابان‌ها حرکت کنند.,ب) دامداران می‌توانند اجازه دهند که گاوهایشان در مناطق با رشد گیاهی کم چرا کنند.,ج) کارگران ساختمانی می‌توانند زمین را قبل از حرکت بر روی آن یا حفاری کردن مرطوب کنند.,د) کشاورزان می‌توانند تمام مواد گیاهی را در خاک بین فصل‌های کشت بردارند.
LEAP_2009_4_10293,B,train,خانم تاکر به کلاس خود نمونه‌هایی از انواع مختلف خاک می‌دهد. کدام عمل بهترین کمک را به تانیشا می‌کند تا هر نوع خاک را شناسایی کند؟,بوییدن آن,لمس کردن آن,وزن کردن آن,اندازه‌گیری آن
MCAS_2008_8_5691,C,train,سوال: پس از طوفان باد، نیکو با شرکت برق تماس گرفت تا گزارش کند که هیچ برقی ندارد. تماس تلفنی او نمونه‌ای از کدام یک از عناصری از مدل سیستم‌های جهانی است؟,A) طراحی یک فرآیند,B) تولید خروجی,C) ارائه بازخورد,D) تعیین هدف
Mercury_7230580,A,train,آیا مخلوط شدن آب سرد اقیانوس قطب شمال با جریانات گرم سطحی اقیانوس اطلس در سواحل شمال‌غربی اروپا چه تأثیری دارد؟,غرق شدن آب هنگامی که به سمت جنوب‌غربی در حال چرخش است,بازگشت جهت جریان به سمت سواحل اروپایی,افزایش شوری آب و بالا آمدن جریانات تحت تأثیر,تبخیر سریع و تسریع جریانات به سمت قطب
Mercury_7210578,C,train,کدام یک از این‌ها فقط در خارج از منظومه شمسی یافت می‌شود؟,سیارات,ماه‌ها,ستاره‌زادها,دنباله‌دارها
Mercury_SC_406987,B,train,کدامیک بهترین توضیح را درباره شباهت‌های عمده خاک‌ها ارائه می‌دهد؟,الف) بیشتر خاک‌ها دارای سنگ‌های زیادی هستند.,ب) بیشتر خاک‌ها در لایه‌های مختلفی یافت می‌شوند.,ج) بیشتر خاک‌ها مقادیر یکسانی از آب را نگه می‌دارند.,د) بیشتر خاک‌ها بافت یکسانی دارند.
Mercury_192745,D,train,کدام یک از منابع زیر تجدیدپذیر است؟,زغال سنگ,مواد معدنی,نفت,نور خورشید
MCAS_2006_9_20,B,train,کدام یک از گزینه‌های زیر کمترین اندازه حرکت را دارد؟,ماسۀ ۰.۵ کیلوگرم با سرعت ۱۰۰۰ متر بر ثانیه,ماسۀ ۱ کیلوگرم با سرعت ۱۰۰ متر بر ثانیه,ماسۀ ۱۰ کیلوگرم با سرعت ۱۱ متر بر ثانیه,ماسۀ ۱۰۰ کیلوگرم با سرعت ۲ متر بر ثانیه
Mercury_SC_408759,A,train,در فلوریدا، هر دو پلنگ و گربه‌سانان به گوزن‌های دم‌سفید شکار می‌کنند. اگر جمعیت گوزن‌های دم‌سفید در فلوریدا به طور ناگهانی کاهش یابد، رقابت آن‌ها برای غذا چگونه تحت تأثیر قرار خواهد گرفت؟,رقابت بین گربه‌سانان و پلنگ‌ها افزایش خواهد یافت.,رقابت بین گربه‌سانان و پلنگ‌ها کاهش خواهد یافت.,رقابت بین گوزن‌های دم‌سفید و گربه‌سانان افزایش خواهد یافت.,رقابت بین گوزن‌های دم‌سفید و پلنگ‌ها کاهش خواهد یافت.
Mercury_180163,B,train,هنگامی که هوای مرطوب در زمستان با یک سطح سرد تماس پیدا می‌کند، یکی از نتایج می‌تواند یخ زده شدن باشد. چه اتفاقی برای بخار آب در هوا افتاده است که باعث یخ زده شدن می‌شود؟,آب ذوب شده است.,آب رخنه کرده است.,آب بخار شده است.,آب متراکم شده است.
Mercury_7017168,D,train,کدام یک بهترین مثال از وقوع یک تغییر شیمیایی است؟,تغییر حالت,آزاد شدن انرژی,تغییر دما,تشکیل یک ماده جدید
Mercury_7106400,C,train,ترکیب جوش شیرین و سرکه موجب کاهش دمای محلول و آزاد شدن دی‌اکسید کربن می‌شود. کدام نتیجه‌گیری درباره‌ی این تحقیق معتبر نیست؟,ترکیب مواد شیمیایی باعث شد که آن‌ها گرما را جذب کنند.,یک واکنش شیمیایی رخ داده است.,عناصر جدیدی تشکیل شده‌اند.,این روش باعث تشکیل گاز شده است.
CSZ_2005_5_CSZ10383,C,train,کدام گزینه بهترین توصیف کننده یک مدار موازی است؟,برق در یک مسیر جریان دارد.,جریان برق از یک منبع می‌باشد.,برق در بیش از یک مسیر جریان دارد.,جریان برق از بیش از یک منبع می‌باشد.
Mercury_7082565,B,train,در یک تحقیق آزمایشگاهی، دانش‌آموزان از باتری‌های برند X در یک چراغ قوه و از باتری‌های برند Y در یک رادیو استفاده می‌کنند. پس از دو ساعت، چراغ قوه کار نمی‌کند، اما رادیو به کار خود ادامه می‌دهد. در نتیجه، دانش‌آموزان به این نتیجه می‌رسند که باتری‌های برند Y طول عمر بیشتری دارند. کدام یک از بیانات درباره نتیجه‌گیری تحقیق دقیق‌تر است؟,این نتیجه‌گیری معتبر است زیرا آنها دو برند مختلف را آزمایش کردند.,این نتیجه‌گیری نامعتبر است زیرا آزمایش دارای چندین متغیر بود.,این نتیجه‌گیری معتبر است زیرا آنها تحقیق را در آزمایشگاه انجام دادند.,این نتیجه‌گیری نامعتبر است زیرا نام‌های واقعی باتری‌ها پنهان شده بود.
ACTAAP_2007_7_24,D,train,کدام یک از جملات زیر درباره ترسیم داده‌ها صحیح است؟,همیشه بهتر است که داده‌ها را در یک جدول نگه داشت تا اینکه آن‌ها را ترسیم کرد.,نمودارهای میله‌ای بهترین نوع نمودار برای داده‌های علمی هستند.,برای هر مجموعه داده مشخص، تنها یک نمودار صحیح یا یک روش برای نمایش آن وجود دارد.,داده‌ها می‌توانند در انواع مختلفی از نمودارها نمایش داده شوند تا جنبه‌های مختلف داده را نشان دهند.
TIMSS_2003_8_pg6,C,train,سوال: یک پسر می‌تواند ویژگی‌هایی را به ارث ببرد,الف) تنها از پدرش,ب) تنها از مادرش,ج) از هر دو، پدر و مادرش,د) از پدر یا مادرش، اما نه از هر دو
AKDE&ED_2008_8_16,B,train,ژن‌ها قادر به تعیین چه چیزی در یک فرد نیستند؟,رنگ چشم.,توانایی ورزشی.,تعداد دندان‌ها.,شکل لاله‌های گوش.
Mercury_SC_401814,B,train,کدام وضعیت به عنوان مشاهده و اندازه‌گیری در نظر گرفته می‌شود؟,جمع‌آوری منابع برای یک تحقیق درباره گیاه,ثبت میزان رشد روزانه یک گیاه به مدت یک هفته,پیش‌بینی میزان رشد یک گیاه در یک هفته,توضیح اینکه چرا یک گیاه تحت شرایط خاص به طور متفاوتی رشد کرد
Mercury_401790,A,train,کدام وضعیت مثالی از یک ویژگی ارثی است؟,شیرها در حال شکار گورخرها,میمون‌ها از شاخه‌ها برای تهیه غذا استفاده می‌کنند,پرندگان از الگوهای مهاجرتی پیروی می‌کنند,خرس‌ها در حال باز کردن یخچال‌ها در کمپ‌ها هستند
Mercury_7027143,C,train,"سوالی: یک باتری جدید ادعا می‌کند که ""دو برابر بیشتر از باتری‌های رقیب در شرایط بار یکسان دوام می‌آورد."" کدام مقایسه بین این باتری و باتری‌های رقیب این ادعا را تأیید می‌کند؟",الف) دو برابر بزرگتر است.,ب) الکترون‌های بیشتری دارد.,ج) انرژی شیمیایی بیشتری ذخیره می‌کند.,د) هنگام استفاده انرژی کمتری هدر می‌دهد.
