Unnamed: 0.1,Unnamed: 0,id,question,actual_answer,choice_A,choice_B,choice_C,choice_D,split,question_fa,choice_A_fa,choice_B_fa,choice_C_fa,choice_D_fa
1718,1718,MCAS_1998_8_24,"Nearly 100 years ago, a large volcano erupted in the South Pacific. The following year, Boston recorded measurable snow every month of the year, and most of the Northern Hemisphere experienced a cold summer. Which explains how these two events were related?",D,The eruption intensified the greenhouse effect.,Lava flow from the eruption caused a temporary increase in Earth's total heat energy.,The eruption caused damage to the ozone layer.,Air pollution from the eruption caused a decrease in the amount of solar energy reaching Earth.,test,تقریبا ۱۰۰ سال پیش، یک آتشفشان بزرگ در اقیانوس آرام جنوبی فوران کرد. سال بعد، بوسطن هر ماه سال برف قابل اندازه‌گیری ثبت کرد و بیشتر نیمکره شمالی تابستان سردی را تجربه کرد. کدام یک توضیح می‌دهد که چگونه این دو رویداد مرتبط بودند؟,فوران تأثیر گرمایش جهانی را تشدید کرد.,جریان لاوا ناشی از فوران باعث افزایش موقت دمای کل زمین شد.,فوران به لایه اوزون آسیب زد.,آلودگی هوا ناشی از فوران منجر به کاهش مقدار انرژی خورشیدی رسیدن به زمین شد.
1719,1719,Mercury_SC_408367,Thick fur on a mammal will trap heat close to the animal's body. A mammal with thick fur would be best fit for which type of environment?,B,a salt marsh,a frozen plain,a sandy beach,a humid rainforest,test,پوشش پشمالوی ضخیم بر روی یک پستاندار، گرما را نزدیک به بدن حیوان نگه می‌دارد. یک پستاندار با پوشش پشمالوی ضخیم بهترین سازگاری را با کدام نوع محیط دارد؟,دشت نمکی,دشت یخ‌زده,ساحل شنی,جنگل بارانی مرطوب
1720,1720,Mercury_405804,Which resource is renewable?,D,oil,coal,natural gas,water,test,کدام منبع تجدیدپذیر است؟,A) نفت,B) زغال سنگ,C) گاز طبیعی,D) آب
1721,1721,Mercury_7216318,An infectious disease causes an increase in the body temperature and a decrease in the blood glucose levels of a deer. What is most likely an effect of this disease?,A,a disruption in the homeostasis of the deer,a change in the genetic makeup of the deer,an increase in the energy level of the deer,an increase in the reproductive rate of the deer,test,یک بیماری عفونی باعث افزایش دمای بدن و کاهش سطح گلوکز خون در یک گوزن می‌شود. اثر احتمالی این بیماری چیست؟,اختلال در هموستاز گوزن,تغییر در ساختار ژنتیکی گوزن,افزایش سطح انرژی گوزن,افزایش نرخ تولیدمثل گوزن
1722,1722,Mercury_401312,Coal is formed from,D,seas that have evaporated.,natural gas subjected to heat.,melted and cooled metamorphic rock.,plant remains decomposed under pressure.,test,زغال‌سنگ از چه چیزی تشکیل می‌شود؟,دریاهایی که تبخیر شده‌اند.,گاز طبیعی که تحت حرارت قرار گرفته است.,سنگ‌های دگرگون که ذوب و سرد شده‌اند.,قیدهای گیاهی که تحت فشار تجزیه شده‌اند.
1723,1723,MDSA_2013_8_23,A science teacher mixes two different substances in a plastic bag and seals the bag. The bag expands and breaks open. What is the most likely reason the bag expanded after the two substances were mixed?,D,The substances became cooler and expanded.,The substances physically changed the plastic.,The substances became warm and stretched the bag.,The substances chemically reacted and produced a gas.,test,یک معلم علوم دو ماده مختلف را در یک کیسه پلاستیکی مخلوط می‌کند و کیسه را می‌بندد. کیسه متورم می‌شود و می‌شکند. دلیل احتمالی اینکه کیسه پس از مخلوط شدن دو ماده متورم شد، چیست؟,مواد خنک شده و متورم شدند.,مواد به صورت فیزیکی پلاستیک را تغییر دادند.,مواد گرم شده و کیسه را کشیدند.,مواد به صورت شیمیایی واکنش داده و گاز تولید کردند.
1724,1724,Mercury_SC_405880,Which activity is an example of conserving nonrenewable resources?,A,carpooling to work,composting grass clippings,using a solar-powered calculator,watering the lawn in the morning,test,کدام فعالیت نمونه ای از حفظ منابع غیرقابل تجدید است؟,ماشین سواری مشترک به محل کار,کود دادن به چمن های کوتاه شده,استفاده از ماشین حساب خورشیدی,آب دادن به چمن در صبح
1725,1725,ACTAAP_2009_5_12,A student shines a flashlight on different colors of paper. Which color of paper will absorb the most light?,B,Red,Black,White,Yellow,test,سوالی: یک دانش‌آموز نور یک چراغ قوه را بر روی رنگ‌های مختلف کاغذ می‌تاباند. کدام رنگ کاغذ بیشترین نور را جذب خواهد کرد؟,الف) قرمز,ب) سیاه,پ) سفید,ت) زرد
1726,1726,CSZ20754,Which characteristic of motion could change without changing the velocity of an object?,B,the speed,the position,the direction,the acceleration,test,کدام ویژگی از حرکت می‌تواند بدون تغییر سرعت یک جسم تغییر کند؟,سرعت,موقعیت,جهت,شتاب
1727,1727,Mercury_184363,Which represents a short-term storage for carbon?,D,Coral reefs formed from calcium carbonate.,Coal formed from plants that lived long ago.,Limestone rocks quarried at Earth's surface.,Carbohydrates stored in fruits and vegetables.,test,کدامیک ذخیره کوتاه‌مدت کربن را نمایندگی می‌کند؟,مرجان‌هایی که از کربنات کلسیم تشکیل شده‌اند.,زغال‌سنگی که از گیاهانی که مدت‌ها پیش می‌زیسته‌اند، تشکیل شده است.,سنگ‌های آهکی که از سطح زمین استخراج می‌شوند.,کربوهیدرات‌های ذخیره شده در میوه‌ها و سبزیجات.
1728,1728,Mercury_7188195,"Students kept some crickets in a classroom tank. The tank was kept in an area where it would get several hours of sunlight a day. The tank contained one area with water, and another area with soil where plants were growing. From which source did the crickets gain all of their energy?",C,the soil,the water,the plants,the sunlight,test,دانش‌آموزان برخی سنجاقک‌ها را در یک مخزن در کلاس نگه‌داشتند. این مخزن در منطقه‌ای قرار داشت که روزانه چندین ساعت نور خورشید دریافت می‌کرد. مخزن شامل یک منطقه با آب و منطقه‌ای دیگر با خاک بود که گیاهان در آن رشد می‌کردند. سنجاقک‌ها تمام انرژی خود را از کدام منبع به دست آوردند؟,خاک,آب,گیاهان,نور خورشید
1729,1729,Mercury_7221043,How does a volcanic eruption interfere with the ability of producers to obtain the energy they need to produce food?,D,by using up heat energy stored in Earth's core,by releasing excess energy from the interior of the earth,by using up large volumes of nearby atmospheric oxygen,by releasing dust that blocks sunlight from reaching Earth,test,نحوه‌ی مداخلۀ یک فوران آتش‌فشان در توانایی تولیدکنندگان برای به‌دست‌آوردن انرژی مورد نیازشان برای تولید غذا چیست؟,با استفاده از انرژی حرارتی ذخیره شده در هسته‌ی زمین,با آزاد کردن انرژی اضافی از درون زمین,با مصرف حجم زیادی از اکسیژن جو نزدیک,با آزاد کردن گرد و غباری که مانع رسیدن نور خورشید به زمین می‌شود
1730,1730,Mercury_7107328,Two different species evolving from a common ancestor most likely occurs,B,within three generations.,over a long period of time.,when a species is overpopulated.,when there are abundant resources.,test,دو گونه مختلف که از یک نیای مشترک توسعه می‌یابند، بیشتر احتمال دارد که در کجا رخ دهد؟,در سه نسل.,در طول مدت زمان طولانی.,هنگامی که یک گونه جمعیت زیادی داشته باشد.,هنگامی که منابع فراوانی وجود داشته باشد.
