id,question_stem,choice_A,choice_B,choice_C,choice_D,answerKey,fact1,humanScore,clarity,turkIdAnonymized,source
12-551,How many full moons are there each month,"1,000",twenty,100,less than two,D,the moon orbiting the Earth approximately occurs 13 times per year,1.0,1.600000023841858,dc78319bb0,train
12-553,Which would be the worst to wear out in a thunderstorm,a large pair of rubber shoes,a medallion made of plastic products,a medallion made of ferrous metals,a medallion made of crystal,C,ferrous metals contain iron,1.0,2.0,7c933a44d8,train
12-554,The xylem absorbs water which end of a plant,bottom,top,left side,right side,A,xylem transports materials through the plant,0.800000011920929,1.2000000476837158,83ad69bf22,train
12-558,All things which are alive will require this at some point or at many points during its existence:,coats,droplets,sand,bugs,B,living things require water for survival,0.800000011920929,0.800000011920929,b356d338b7,train
12-561,Which would likely cause refraction?,lego bricks,car windshields,paper,lemons,B,objects made of glass cause refraction of light,1.0,1.7999999523162842,7b06152ffc,train
12-562,If you're suffering from hypothermia it would help to get close to,an air conditioner,a boat,a mountain,an oven,D,an oven is a source of heat,1.0,2.0,3f32b550f3,train
12-563,"If all potato bugs are infertile, they will likely",make efforts to starve,breed with some cats,be very sad about it,cease populating the earth,D,if all members of a species cannot produce offspring then that species will likely become extinct,1.0,1.7999999523162842,b356d338b7,train
12-566,running turns carbohydrates into,fat,protein,motion and heat,sweat,C,shivering is when an animal creates heat by shaking to keep the body warm,0.800000011920929,1.399999976158142,52dbc5c7af,train
12-568,A way to ingest more fiber for a bear is to,eat meat,consume fish,devour water,masticate leaves,D,plants are a source of fibers,1.0,2.0,b356d338b7,train
12-574,"Your mom's garden she worked hard on in the Spring will eventually lose its green in the Winter because flowers need certain temperatures to survive. In the winter, they will all",fly away,cry,run,perish,D,usually plants die or become dormant during the winter,1.0,2.0,bdb4135787,train
12-575,Some species of sea anemones may be highly toxic to whom?,Sarah,Metal,Cars,Wood,A,poisonous darts are used for defense by sea anemones,0.800000011920929,1.399999976158142,cee82219a0,train
12-577,What one animal commonly associated with America and is the animal on a one dollar bill would eat the long eared animal on a cartoon commonly eating a carrot and saying What's up doc??,Jackal,Wolf,Eagle,Bear,C,eagles eat rabbits,1.0,1.7999999523162842,e57e0b59c9,train
12-578,"as an evergreen matures and grows, it's leaves tend to",increase in number,change color,shed,shrink,A,"when a plant grows , the number of the leaves of that plant may increase",1.0,2.0,9cc91104fa,train
12-579,"Something is coming out of clouds on a dark day, so it is likely",birds,dust,precipitation,angels,C,precipitation is when hail fall from clouds to the ground,1.0,1.7999999523162842,b356d338b7,train
12-582,Which is likely to spread seed?,a car,a sun beam,a whale,a hummingbird,D,A bird is a pollinating animal,1.0,2.0,7b06152ffc,train
12-583,Birds carrying away fruit has what kind of impact on the plant,positive,negative,very low,neutral,A,seed dispersal has a positive impact on a plant,0.800000011920929,1.399999976158142,dc78319bb0,train
12-584,Jeff noticed that the big dipper was in a different spot in the sky at 2am than where it was at 10pm. Why?,because of the earth's orbit,the stars had rotated,Jeff had been instantly transported thousands of miles from where he'd been at 10pm.,the earth had turned,D,the Earth rotating on its axis causes stars to appear to move across the sky at night,0.800000011920929,1.600000023841858,3f32b550f3,train
12-586,"If rye bread is browned in a device, it uses mainly",electrical energy,water energy,solar energy,heat energy,D,a toaster converts electrical energy into heat energy for toasting,0.800000011920929,2.0,b356d338b7,train
12-587,Which of these helps some animals find mates by color?,hearing,smell,eyesight,nose,C,coloration is used to find a mate by some animals,1.0,2.0,0317ce7c33,train
12-588,Where would you find a tool containing cylindrical ferrous material?,at the pyramids,in the desert,at a junkyard,in the jungle,C,an electromagnet contains cylindrical ferrous metal,1.0,2.0,7b06152ffc,train
12-589,Who would be healthier?,a sleeper,an party animal,insomniac,a workaholic,A,exercise has a positive impact on a human 's health,1.0,2.0,52dbc5c7af,train
12-590,This creature is likely to hide away sustenance for the harsh wintry months,a chipmunk,a cactus,a chihuahua,a cat,A,if an animal relies on plants for food then that animal must store enough food to last through the winter,1.0,2.0,7b06152ffc,train
12-591,June solstice is in winter in,Germany,Canada,New Zealand,Panama,C,the winter solstice is on June 21st in the southern hemisphere,0.800000011920929,1.600000023841858,dc78319bb0,train
12-593,Characteristics that are inherited are unnaturally changeable. Which one of these is inherited?,how much you drink,How much you eat,How short you are,how much you weigh,C,height is an inherited characteristic,1.0,2.0,bdb4135787,train
12-594,A mad scientist is spawning a Xenomorph and wants to know how many acid dripping fangs it'll have. What is the best tool at his disposal to acquire this information?,a Punnett chart,square Ouija board,square plastic beaker,today's weather forecast,A,a Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring,0.800000011920929,1.399999976158142,7c933a44d8,train
12-595,If something is in the sunlight what will it absorb?,water,anger,warm rays,solar eclipse,C,if something is in the sunlight then that something will absorb solar energy,1.0,2.0,1e6dc77bb6,train
12-596,Which would likely be detected by a human tongue?,air,plastic,vanilla,nothing,C,animals taste flavors,1.0,2.0,7b06152ffc,train
12-597,What statement is true?,whales need oxygen,whales need fishing,whales need mercury,whales need boats,A,an animal requires oxygen for to breathe,1.0,1.7999999523162842,7b06152ffc,train
12-598,Clothes fresh out of the laundry are great because they are,darkness,comfort,temperate,wonder,C,a hot something is a source of heat,1.0,1.7999999523162842,dc78319bb0,train
12-600,Which of the following relationships are true?,lemons :: sound energy,doorbells :: sound energy,doorbells :: light energy,lightbulbs :: sound energy,B,a doorbell converts electrical energy into sound,1.0,2.0,7b06152ffc,train
12-601,"If an object eventually warms, it was exposed to",resistance,salt,moisture,sand,A,friction causes the temperature of an object to increase,0.800000011920929,1.2000000476837158,b356d338b7,train
12-602,adobe works as an electrical,paper weight,pie filler,chiller,anti-conductor,D,brick is an electrical insulator,1.0,1.2000000476837158,dc78319bb0,train
12-603,Which is the most accurate statement?,a stove can be used to make pasta,a stove is used to store food in the kitchen,a stove is used to store food underwater,a stove is used to cook food underwater,A,a stove generates heat for cooking usually,1.0,1.7999999523162842,7b06152ffc,train
12-604,Which part of a pencil comes most directly from rocks?,eraser,logo,the middle,wood,C,pencil lead contains mineral graphite,1.0,1.399999976158142,7b06152ffc,train
12-605,Which of the following is true?,lemonade can be heated to form water,lemonade can be cooled to form steam,lemonade can be heated to form steam,water can be cooled to form steam,C,steam is a kind of water above 100 degrees celsius,0.800000011920929,1.399999976158142,7b06152ffc,train
12-607,"If a puppy eats old meat preserved improperly, it can",heal,do well,vomit,feel good,C,food spoiling has a negative impact on the health of the animal that eats that food,0.800000011920929,2.0,b356d338b7,train
12-608,which one of these would be a migratory outcome?,animals feeling more comfortable being outside,animals getting more sick,animals getting more aggressive,animals dying from sub-zero weather,A,migration is when animals move themselves from a cooler climate to a warmer climate for the winter,0.800000011920929,1.399999976158142,cf7109905e,train
12-609,When my parents reproduce they pass on genes like,Cats,Dating,Candy,A mole,D,An example of reproduction is laying eggs,0.800000011920929,1.399999976158142,cee82219a0,train
12-611,Magnification makes a small thing,stuck on metal,hard to see,really very tiny,more easily seen,D,"as the size of an object appears larger , that object will be observed better",1.0,2.0,7c933a44d8,train
12-613,the closest star to our planet delivers solar energy to the planet,this is truth,all of these,unknown,maybe,A,the solar system contains the moon,1.0,1.2000000476837158,52dbc5c7af,train
12-614,A woman looking through binoculars is watching something,distant,near,close,beside her,A,binoculars are used for observing distant objects,1.0,2.0,b356d338b7,train
12-615,Taking shorter showers is a great way to conserve,H2O,gasoline,sunshine,electricity,A,An example of conservation is avoiding waste,0.800000011920929,2.0,dc78319bb0,train
12-616,Which is likely to still be in water after treatment?,feces,dirt,harmless dissolved rocks,mercury,C,treating water is used to remove harmful substances before drinking,1.0,1.600000023841858,7b06152ffc,train
12-619,Mechanical weathering is a end result of a,wind turbines,solar panel,shad tree mechanic,giant ice river,D,a glacier causes mechanical weathering,0.800000011920929,1.399999976158142,dc78319bb0,train
